"","TCGA-GD-A3OP-11A-11R-A220-07","TCGA-BT-A20U-01A-11R-A14Y-07","TCGA-GD-A3OQ-11A-21R-A220-07","TCGA-BL-A13J-01A-11R-A277-07","TCGA-K4-A5RI-11A-11R-A28M-07","TCGA-GC-A6I3-01A-11R-A31N-07","TCGA-BL-A13J-01B-04R-A277-07","TCGA-K4-A54R-01A-11R-A26T-07","TCGA-BT-A20Q-01A-11R-A14Y-07","TCGA-BT-A20N-01A-11R-A14Y-07","TCGA-K4-A3WV-11A-21R-A22U-07","TCGA-BT-A2LA-01A-11R-A18C-07","TCGA-BT-A20R-11A-11R-A16R-07","TCGA-GC-A3BM-01A-11R-A22U-07","TCGA-BT-A2LA-11A-11R-A18C-07","TCGA-BT-A20W-11A-11R-A14Y-07","TCGA-BL-A13J-01A-11R-A10U-07","TCGA-BT-A20W-01A-21R-A14Y-07","TCGA-GD-A3OQ-01A-32R-A220-07","TCGA-BT-A20Q-11A-11R-A14Y-07","TCGA-BT-A20R-01A-12R-A16R-07","TCGA-CU-A0YR-01A-12R-A10U-07","TCGA-BT-A2LB-11A-11R-A18C-07","TCGA-GC-A6I3-11A-11R-A31N-07","TCGA-BT-A20U-11A-11R-A14Y-07","TCGA-K4-A5RI-01A-11R-A28M-07","TCGA-GC-A3WC-01A-31R-A22U-07","TCGA-GD-A2C5-11A-11R-A180-07","TCGA-CU-A0YN-01A-21R-A10U-07","TCGA-GC-A3BM-11A-11R-A22U-07","TCGA-CU-A0YN-11A-11R-A10U-07","TCGA-GD-A3OP-01A-21R-A220-07","TCGA-K4-A54R-11A-11R-A26T-07","TCGA-BT-A2LB-01A-11R-A18C-07","TCGA-GC-A3WC-11A-11R-A22U-07","TCGA-GD-A2C5-01A-12R-A180-07","TCGA-BT-A20N-11A-11R-A14Y-07","TCGA-K4-A3WV-01A-11R-A22U-07","TCGA-CU-A0YR-11A-13R-A10U-07","TCGA-BL-A13J-11A-13R-A10U-07"
"L1HS_intergenic_4__121310530_121311016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__122332631_122333564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__122652659_122656850",0,0,0,0,0,0,0,0,0,0,0,0.0554817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__124022432_124023190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__124023189_124024026",0,0,0,0,0,0,0.0161321,0,0,0,0,0.0183437,0,0,0,0.129058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226534,0,0,0,0
"L1HS_intron_4__124152907_124154086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184717,0,0.0258652,0,0,0,0,0.0157128,0,0.038941,0,0.0163624,0,0,0,0,0,0,0.0289109,0,0,0,0,0,0
"L1HS_intron_4__124154087_124155087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__129187328_129188070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756986,0,0.00790418,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__129694540_129694674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__129694675_129695029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114817,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__130015898_130018952",0,0,0,0,0,0,0.00270528,0,0,0,0.00835679,0,0,0.00671227,0,0,0.0113232,0,0,0,0,0,0,0,0,0.00980273,0,0.00534315,0,0,0,0.0340591,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__130018953_130019902",0,0,0,0,0,0,0,0,0,0,0,0.0161314,0,0,0,0,0,0,0,0,0,0.02929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__131208598_131209851",0.0271308,0,0.145646,0.0506371,0,0,0.00961491,0.0990526,0,0,0,1.39972,0.0143056,0,0.158825,0.0259825,0.0922133,0.0808218,0.0630222,0,0.0142686,0,0,0,0.115444,0,0.0352591,0.0573609,0.0340001,0.0205627,0,0.0542423,0,0.0709198,0,0,0,0,0,0
"L1HS_intron_4__131420022_131421583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__135079465_135083851",0.0499855,0,0,0.161253,0,0,0,0,0,0,0,0.000834336,0,0,0,0,0.00314678,0,0,0,0,0,0.0654136,0,0.0738258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__135083847_135085378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__135178141_135183747",0,0.0124249,0.0352475,0.0163084,0.0844282,0.0108337,0.0277732,0,0,0.00515136,0,0.0111429,0,0.0729553,0,0.0051699,0.0298085,0.0261241,0,0,0.0692611,0.00657416,0,0.00286945,0,0,0,0.0170829,0,0.00396713,0,0,0,0.0154859,0,0.00841776,0,0.141663,0,0
"L1HS_intergenic_4__135374861_135381291",0,0,0,0.00316589,0,0.00233852,0.00655983,0,0,0,0,0.0243674,0,0.00618577,0,0,0,0,0,0,0,0,0,0.00240912,0,0,0.00610097,0.00249203,0,0.00358092,0,0,0,0,0,0.00239371,0,0.00334801,0,0
"L1HS_intron_4__135873828_135873935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__136293495_136299546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__137496279_137500000",0,0,0.00496613,0.00443005,0,0,0,0.00672375,0,0,0,0.00372155,0,0.0183049,0,0,0,0,0.00959385,0,0.00471653,0,0,0,0,0,0,0,0.00543559,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__138547724_138552054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734949,0,0,0,0.12068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__140895871_140896700",0,0,0,0.024699,0,0,0,0,0,0,0,0,0,0,0,0,0.1861,0,0,0,0,0,0,0,0,0,0.00294246,0,0,0,0,0,0,0,0,0.0268194,0,0,0,0
"L1HS_intergenic_4__144809659_144810951",0,0,0,0,0,0,0,0,0,0,0,0.011548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692155,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__146618678_146620788",0,0,0,0,0,0,0.00394935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782318,0,0,0,0
"L1HS_intergenic_4__146620786_146622038",0,0,0,0,0,0,0.00742513,0,0,0,0,0.0113669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__151419569_151420408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__156048370_156049467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__156049468_156050048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__159302762_159302861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__162466518_162467129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__162467130_162467339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__163737216_163737633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__163737634_163737985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__166265936_166266022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__166266017_166271588",0,0,0,0.00121147,0,0,0.001592,0,0,0,0,0.0111149,0,0.145546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__166447925_166449408",0,0,0,0,0,0,0.00689326,0,0,0.0648746,0,0,0,0,0.00896368,0,0.022677,0,0,0,0,0.0162677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__166449406_166449678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300031,0,0,0.0583544,0,0,0,0,0,0,0,0.144163,0,0,0,0,0,0,0,0,0,0,0.374733,0,0
"L1HS_intergenic_4__166569977_166576007",0,0,0,0.0129591,0,0,0.0105807,0,0,0.00526477,0,0.00226513,0,0.0237682,0,0,0.00852282,0,0,0,0.316611,0.00762626,0,0,0.00428186,0,0,0.00560381,0,0,0,0,0,0,0,0.0242856,0,0,0,0
"L1HS_intron_4__166755896_166761908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109118,0,0.00274398,0.00293782,0,0,0.00430034,0,0,0,0,0.126184,0,0,0,0,0,0.00683952,0,0,0,0
"L1HS_intron_4__166850456_166851634",0,0,0,0,0,0,0.0207492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214904,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__168449245_168449628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_4__169515502_169521532",0,0,0,0.00734741,0,0,0.00161175,0,0,0.0122835,0,0,0,0,0,0,0,0,0,0,0.00107013,0,0.0166618,0,0,0,0,0,0,0.00121137,0,0,0.0104725,0,0,0.234909,0,0,0,0
"L1HS_intron_4__171296380_171296690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__175599973_175605332",0,0,0,0,0,0,0.00337072,0,0.00391402,0,0,0,0,0,0,0,0,0,0,0,0.083445,0,0,0.00294518,0,0,0,0,0,0,0,0.00281008,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__175605321_175605422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02438,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__180955708_180956726",0,0,0.0190257,0,0,0.0569743,0,0,0,0.240671,0,0.0308316,0,0.00487976,0,0.0503947,0.157805,0.0967613,0.105913,0,0.042784,0,0,0.0381033,0,0,0,0,0,0,0,0,0,0.0018942,0,0.0503021,0,0.0142702,0,0
"L1HS_intergenic_4__180956725_180957136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__181774004_181775008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_4__189137086_189143104",0,0.0125742,0,0.00184506,0,0,0.00508753,0.00418458,0,0.782839,0,0,0,0,0,0.227273,0.120091,0,0,0,0,0,0.115817,0,0,0.00335608,0,0.00275116,0,0,0,0,0,0.196938,0,0.00414878,0,0,0,0
"L1HS_intron_5__1968296_1968621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__1968619_1971481",0.007125,0,0.00593282,0,0,0,0.0107467,0,0,0,0.0832416,0,0,0,0,0,0,0,0.00649356,0.0147457,0,0,0.00586954,0,0,0,0.0620429,0.00628138,0,0.105617,0,0.0110621,0,0,0.020142,0,0,0.060878,0,0
"L1HS_intron_5__4500002_4502372",0,0,0,0,0,0,0.00864983,0,0,0,0.00112375,0,0,0.0417975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549203,0,0,0,0,0,0
"L1HS_intron_5__7603829_7606131",0,0,0,0,0,0.463753,0.00419801,0,0,0,0,0.10918,0,0,0.00524828,0.168597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168982,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__8211891_8211977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__9259337_9259624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__9259625_9262908",0,0,0,0.167621,0,0,0,0,0,0,0,0.00359037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__11130083_11130171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__12197347_12197371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__12197411_12197992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__12452784_12453184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__13416498_13422525",0,0,0.154583,0,0,0,0,0,0,0.00962261,0,0.0071167,0,0.00450885,0,0.143582,0.00571866,0.0191956,0.00293315,0,0.0962166,0,0.122525,0,0.00438661,0.183576,0.00652597,0,0,0,0,0.00257473,0,0.0104103,0,0.0224964,0,0,0,0
"L1HS_intron_5__14808599_14809348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246477,0,0,0,0,0
"L1HS_intron_5__15906516_15912550",0.0697326,0.256713,0,0,0,0,0,0,0,0,0,0,0.0547806,0.0297696,0,0,0,0,0.116347,0,0.136132,0,0,0.0637825,0.117691,0,0,0.00182318,0,0,0,0,0,0,0,0,0,0.137229,0,0
"L1HS_intron_5__15913236_15913373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__18261262_18261878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__20644280_20646009",0,0,0,0,0,0,0,0,0,0,0,0.0037997,0,0.0282303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__20646007_20647006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__21467713_21468128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__24370507_24371469",0,0,0.0211555,0,0.0398858,0.097183,0.182762,0,0,0,0,0,0,0.31611,0,0,0,0,0,0,0.0220555,0,0,0,0,0,0,0,0,0,0,0,0,0.0190707,0,0,0,0,0,0
"L1HS_intergenic_5__24371467_24373344",0,0,0,0,0,0.00175561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__27210756_27211964",0,0,0,0.00377933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__28200103_28201316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025607,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__28756567_28759314",0,0,0,0,0,0,0.0661126,0,0.00792206,0,0,0,0,0,0,0,0,0.0100092,0,0,0,0,0,0,0,0,0,0.00532114,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__28845348_28847809",0,0,0.029044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844261,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__29486064_29489015",0,0,0,0,0,0,0,0,0,0,0,0.00527597,0,0,0,0,0,0,0,0,0.000476204,0,0,0,0,0,0.0069414,0,0,0,0,0,0,0,0,7.1509e-05,0,0,0,0
"L1HS_intergenic_5__32822541_32824622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764317,0,0,0,0,0,0,0,0.00810832,0,0,0,0
"L1HS_intergenic_5__32824615_32827992",0,0,0.0131007,0,0,0,0.00250639,0,0,0,0,0,0,0.00604833,0,0.00605321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__33952693_33953527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__33953513_33954136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__34147846_34154031",0,0,0.00543814,0.0142267,0,0,0.0375781,0,0,0.0154267,0.00340989,0.00336973,0,0.0128733,0,0.00608229,0.0108589,0.00990669,0,0,0,0.01438,0,0.00760417,0,0,0,0,0,0,0,0,0,0,0,0.00837818,0,0.000792572,0,0
"L1HS_intron_5__37459373_37460699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__41403404_41403914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__41599345_41600018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__42165872_42166610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__42166612_42167674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__44152286_44152918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__44152911_44154455",0,0,0,0,0,0,0.00305542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466118,0,0,0.00858345,0
"L1HS_intergenic_5__44286648_44286969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904765,0,0,0,0,0,0,0
"L1HS_intergenic_5__45977485_45977975",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__45977976_45978452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__46389228_46391236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__50156152_50161079",0,0,0.00331869,0.00137367,0,0,0.00570908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636518,0,0,0,0
"L1HS_intergenic_5__50293551_50295625",0,0,0,0,0,0.0161821,0.00411676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__50309129_50311243",0,0,0,0.0125049,0,0,0.0118413,0,0,0.000979626,0,0,0,0,0,0,0,0.0133668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344964,0
"L1HS_intergenic_5__52086500_52088220",0,0,0,0,0,0,0,0,0,0,0,0.0495091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978542,0,0,0,0,0,0
"L1HS_intergenic_5__52192469_52193359",0,0,0,0,0,0.0219463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__54267660_54268642",0,0,0,0.0320451,0,0,0.0416889,0,0,0,0,0,0,0,0,0,0,0.0231087,0,0,0,0,0,0,0,0,0.0217606,0.0174499,0.0426643,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__56384951_56385028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__57475595_57475732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__58384175_58390206",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393425,0,0,0,0,0,0,0,0,0,0,0.151603,0,0,0.245204,0.00311855,0,0,0,0,0,0,0.0309662,0,0,0,0
"L1HS_intron_5__59477305_59477366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__65499668_65500000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__66750284_66754219",0,0,0,0,0,0,0.406572,0,0,0,0,0.0797204,0,0.0143701,0,0,0,0.0150625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__79778885_79784938",0,0,0.147628,0,0,0,0.341953,0,0,0,0,0,0.0852883,0,0,0,0,0,0,0,0.229188,0,0,0.0053348,0,0,0.146643,0.318902,0,0,0,0,0,0.0674041,0,0.0534662,0,0.132166,0,0
"L1HS_intron_5__80785346_80786144",0.0146683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_5__81616091_81622140",0,0,0,0,0,0,0.574904,0,0,0.00699121,0,0.000624494,0,0,0,0,0,0,0,0,0.46534,0.00740789,0,0,0,0,0,0,0,0,0,0,0.00656816,0,0,0.00270837,0,0,0,0
"L1HS_intergenic_5__82369249_82372017",0,0,0,0,0,0,0.012575,0,0,0,0,0.0331496,0,0,0.00536277,0,0.04907,0,0.00666915,0,0,0,0.0356433,0,0,0,0,0,0.00707626,0,0,0,0,0,0,0.00627562,0,0,0,0
"L1HS_intergenic_5__85358711_85359689",0,0,0,0,0,0,0.0114603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__85359688_85359880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__85877342_85877767",0,0,0,0.0243523,0,0,0.0956855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__85877836_85880921",0,0.0121553,0,0.0217871,0,0,0.121245,0,0,0,0,0,0,0.0482594,0,0,0.0114607,0,0,0,0,0,0,0,0,0,0.00679216,0.00527525,0,0.00792768,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__86510691_86516743",0.11894,0,0,0.00123343,0,0,0.12801,0,0,0,0,0.00494429,0,0.00366134,0,0,0.3666,0.57871,0.668042,0,0,0,0.0026065,0,0,0,0,0.00277685,0,0,0,0,0,0,0,0.483636,0,0,0,0
"L1HS_intergenic_5__87445046_87445751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_5__100645772_100645923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757996,0,0,0,0
"L1HS_intergenic_5__102131357_102137385",0,0,0,0,0,0,0.00644103,0,0,0,0,0.00840579,0,0,0,0.00775512,0,0.0122089,0,0,0.0178213,0,0,0,0,0.0720489,0.00337132,0,0,0,0,0,0,0,0,0.00853581,0,0,0,0
